ID;text;group
314;size gas roll control thruster tank sound rocket;2
315;newspaper place cartoon section place;0
316;emphasis course observation practice religion lot example genocide point order race attempt beauchaine bobbevice queens blow bronx;0
317;apology post release contact oasis space society advocate power system energy source world oasis county sponsor power system inventor vice p.m. science specialist space materials processing space systems division world authority material refinement article material processing utilization invent lunar power system concept momentum coalition entrepreneur expert engineer power system pollution energy source power year member coalition concept power system base concept entail energy lunar surface microwave orbit antennae mature lps source power earth increase demand use technology oasis organization advancement space industrialization profit organization development space frontier chapter base oxnard science auditorium camino rios oaks;2
318;response answer msdo address post answer comp.graphics e mail tnot english language time retrieve address t pub msdos pub tit answer t advance perret tttperreteicn.etna.ch time le tt computer;1
319;comment statement converse problem muslims ahmadies statement statement statement problem human declare faith use word issue subject use state declare faith authority reminder brothers challenge brother evidence history prophet government today prophet pbuh nabeel;3
320;ttake ttmace public ttwhatthey mace lining snort ttthe quantity ttto mustard gas inhalation grandfather poison gas wwi dad effect weapon aerosol label css asthsma tttbut blow hole ttall oxygen ttand igniter substance know boom ttif ttlet trash fire smoke- burn boom ttsuck paper ttor fuel air ttconditione return air light tta foot conduit smoke mixture pound fire code ceiling buildings story ttta building blow smoke aerosol ttmix remeber bit heating boil water drink tttsince water cut mix hour ttfumes vent bus underground davidians child plate kid ttand gas ttand tracer spark ttteveryone burn death mouth way;3
321;publish scoriate case research end year project lot stuff karamankars entitle law keeper shove head orifices;2
322;stuff computer example evolution creator computer sand silicon circuit processor board thing way plant oxygen use photosynthesis leap talk resort creator alternative beginning present;0
323;printer model color laser unit postscript processing unit color copi printer print printer parallel interface configure printer system interface print postscript file printer print postscript publication quality printer quality postscript printout file postscript use option halftone screen density default output note screen image image format translate image postscript suspect use interface quality picture purchase software drive printer port knowledge software warranty management money assurance product work question use printer use scsi port quality printout way quality postscript printout limit component postscript language postscript interpretor printer question software drive scsi port printer email news basis post summary advance;1
324;deletion claim match evidence case gospel zillion spook story context evidence resurrection argument post filtering evidence evidence;0
325;argument lead context t.r.m article reasoning uncertainty man question agree statement;3
326;blood blood bull .netland process religion animal species list blood barney dinosaur;3
327;world afternoon beauchaine bobbevice queens blow bronx;0
328;stuff breathe post;2
329;offhand office head hand regress think fund hardliner mission buy mission mars dollar orbiter et cetera kill program stuff sort reform griffin ghetto griffin stay capacity good money design study;2
330;state offer reliabity bet cost process scale;2
331;number way detail contradiction arise explain law hand road member survival specie theory reexamine;0
332;talk appeal process people imprison life hour reason favor punishment;0
333;systems compression compress pathology image ratio loss quality min image compress decompression time software;1
334;hero scale life work people notion insight change cheer kent;0
335;liar surrender radio station message surrender incompetence disregard safety child display;3
336;information imaging sun workstation hardware interface system refresh rate quality image representation information subject;1
337;pc version imagine order post people delivery piece software hand;1
338;boy faq point coplanar center radius point know circle point way geometry book graphics gems loss mercy solution thank ed;1
339;mention impression mission proposal thing land people moon end decade application week article member bill hang;2
341;answer question life universe course question computation center graphics facility asel;1
342;software package fashion designer recommendation pointer e mail ge;1
343;date apr gmt essence match nozzle thing engine ignite fill engine mixture blow hell test valleys start failure combustion chamber inspection picture vaporize class engineering understatement;2
344;polygonreduction surface hint;1
345;copy vi look update driver know card level bit affair driver;1
346;way course word follower soul violence purpose post imagine thougt;0
347;case brother sin sin christians lifestyle order person lifestyle accord use bullwhip drive people occurance attempt order christians chastisement lot people homosexuality sin;3
348;notion watch tv tonight koresh standpoint break seal revelation child;3
349;concept- dyson year orion prototype fly atmosphere time experiment year visit film experiment;2
350;word;0
351;rayshade u.w computer input user idea post trouble color metallic brass steel value u.w machine check fineman stein.u.washington.edu;1
352;signal display pc video monitor display response tube follow gamma law signal tv display level example code program intensity level brightness pc monitor word pc monitor display circuitry errror response;1
353;centaur launch diameter kicker centaur pressure weight pressure tank pressure difference tank psi rock roll train pressure stabilization centaur performance occasion af pressure centaur answer launch pad integration pad integration extent cleanliness requirement pfl configuration addition lox facility centaur lift facility proton use fuel derive use ullage problem cryo sight addition system tech transfer issue issue idea;2
354;research organization development follow vehicle way sdio budget year fund year budget course iron fire development purpose development divert money sts op budget flame start hope goal imho technology research launcher;2
355;improvement use ipas 3d studio increase speed depend use;1
356;value color vga color rainbow email;1
357;use accounting method sherzer methodology hell suit way estimate cost effectiveness mind scheme year government colonisation effort americas answer think;2
358;package sls switch vga mode xwindows gif svga package view gif regards arno annee email schaefersilene.imag.fr;1
359;dog result;3
360;bus video card base w32 card cost mb ram window performance;1
361;program workshop ftp file msdo program need;1
362;shift emphasis weekend work day week business atheists organization person belief crutch justification action guide action course people rationalization action fun people religion majority issue belt fringe people thing religion accord value thinking fall trap start mode infinite diversity infinite combinations soda inflation;0
363;;1
364;weight increase running estimate probability pitch partition quantity pitch component fall evidence component detail law nature way argument end religion explanation thing straightforeward know scientist science complexity diversity lobe;0
365;fill c time advance;1
366;delaunay triangulation voronoi tessellation construction neighbor order aurenhammer voronoi diagrams data structure acm computing surveys p. tessellation concept application voronoi diagram wiley sons watson computing delaunay tessellation application p. neighbour computer;1
367;deletion infinity concept human thing way reality know world universe concept base infinity use thing way idea infinity man concept man concept time greeks understanding infinity reality;0
368;quotation mark law rule unwritten chance chimp society chaos;0
369;newspaper copyright permission image copyright;1
370;use argument nature power superhuman power power power evidence question context group post college site pair coherency position power argument evidence respect evidence evidence evidence foundation religion claim day period believer discount choose thing relationship length evidence claim statement speaker evidence matter;0
371;course horsepower horsepower measurement motion screen video rom manufacturer hand;1
372;faith car drive fact faith belief representation evidence conclusion evidence i. lack evidence existence way evidence existence mode argumentation evolution creation neutrino analogy theory appearance animal life evolution conclusion conclusion foundation observation theory unicorn know entity evidence life earth ancestor horse zebra correspondence frame work observation draw conclusion existence fact subject come category misunderstand argument definition fallacy convince rest faith category logic realm evidence logic claim argument fallacy thing observation thing use observation infer assertion evidence level response people conception thing assertion principle evidence faith form atheism respect honesty;0
373;cash award mining right assume file string;2
374;moon idea win idea rescue die moon area help idea moon landing body idea race people millionaire billionaire thing way care commericalization people broach moonbase idea friend time stuff work difference peice junk multi piece junk know junk;2
375;bit colour amiga cloudless earth map mail;1
376;difficulty otv transfer time radiation damage belt spacecraft arcjets thruster power power source source radiation damage array radiation attitude control pain replace array trip technology power source treaty refueling pain range teleoperation docking refueling plane change deltav air force thing way bide time technology problem principle shot rocket today isp otv design;2
377;energy syllogism volume position reason group;0
378;image pal v1.2 intro price image processing tool format screen grab image file calalogge thumbnail database;1
379;state provence youngster basis state trip minnestoa summer support state reputation people neighbor question effect relationship cheese killer;0
380;tiger sentient push pool dolphin attack incline blame dolphin person dolphin b brain capacity fact provoke course cage count provocation;0
381;concern newsgroup split lot aspect hardware algorithms group result post week group kind convenience feel daemon;1
382;program cost time value dollar offer;2
383;guess subdir thank sound 320x200 miss;1
384;ti question programming vga vesa work documentation vesa resolution vga mode video memory hold info trick image manipulation memory mapping video memory bank switching implement advice interest mode mode mode technique image scroll mode svga card guidance book source question mail advance tt;1
385;man angel break seal dk follower child place faith;3
386;religion effect theist problem religion harm believer humanity war inquisition inter hatred impedence progress attitude comment hold attempt change person attitude tax knock door event theist form work sister family year help period birthday birthday card verse problem mom sister material dare mom insist society religion preach religion self crock shit sister way life effort type pamper respect end sight;0
387;sean war bit performance flame reserve consumer apple booth time video capture supermac card spot quicktime movie digitize guy time guy window resize 3xx frame rate decrease notice 30fps 30fps increase bit drop use model tell guy quicktime speed spoil claim bit trouble version quicktime hardware product animation misunderstand clarify sake computer claim color computer hardisk 30fps mpeg stuff consumer price box lot market i.;1
388;program generation generation icbm program program missile use fuel mind launch facility;2
389;space launcher date launch services datum reference guide space launch systems note paylaod nm torbit reliablity datum reliabity vehicle launch type price subject change vehicle family vehicle twhich fly asterisk vehicle asterisk vehicle payload reliability price launch site nation t m t ar42ptt6,100 t m t t m t t t m t t m t t m t t t t cape --t t t m t atlas m t t m t m deltattttt t cape delta t t t delta t m t energiattttt baikonur e energia t m t h seriestttt e t t t t kosmosttttt t plestek n kosmos 3000)tt km orbit e nt100 e cz-1dtt t t e t nt100 e t t t t t t t t m tttt t tttt t t 22tt pegasus taurustttt b-52 pegasust t t 22tt taurust1,450 t m t protonttttt baikonour t t t m t ff scout t t t t marco tttttttt(2.9 e scout t t t shavitttttt t t t 22tt m ttt space space shuttle srb t t t shuttle t t slvttttt center km km e t t 02tt t t t t titanttttt 93.0tcape m t 23tt m t t titan t vostokttttt t t m t soyuztt7,000 t t t m t kg lbs int t orbit;2
390;utility program ribbon ribbon representation 2d shape symmetry axis 2d shape use ribbon suggestion start program;1
391;bit argument;3
392;state form attitude assumption faith assumption lack consistency faith belief argument people problem logic clipper project attack atheism point mass killing sort reason people flag justify cross era people people idea work crow argument world people analogy reason people life example people love truth people behavior christians arrogance course christians doctor teacher person atheism evidence support faith evidence love truth apology bake timmons;0
393;computer society announce lecture innovator pm computations building room title effort conflict control tea pm lobby admission welcome law school information e mail lecture videotape tape thank;1
394;bronze age activity practice warrior caste farming caste priesthood caste presence evening priesthood forgive merchant caste rise power;2
396;domain msdos program yesterday planet object input ascesion declination use extract maximus skeptics;2
397;performance chip base workstation accelerator board chip driver buggy windows version version yield number benchmarke wintach memory level stuff point driver windows;1
398;argument conclusion material grant similarity relationship version theory q. geneologie thing point reference gap writing copy copy survival probable theology argument m point point argument reason letter analogy reporter talk statement divinity section case mark;0
399;imitator aspect hoban doubt;0
401;problem word value definition person form measurement sentence find usage word usage word person judge usage case use objective objective material object concept existance emotion phenomenon definition science objective phrase oxymoron time basis notion fact science tool change world change material objective basis argument conclusion argument science think problem word usage time definition word value morality evil thing morality;3
402;space orbit success neptune movment uranus planet mercury orbit asteroid sun mercury spot confirm;2
403;copy today snail week hope claim;1
404;package wave precision visuals package ftp login ftp email address password place;1
405;planet orbit vulcan difference perihelion precession value accord observation calculation century observation use system equation existence base uranus inclination sort thing perihelion rate space mass explanation synthesis theory body relativity geometry theory relativity strength precession mercury perihelion newcomb number course effort planet sun mercury use radar custom tribe universe;2
406;point lie surface bisector surface desire sphere plane point fact diameter desire plane d lie plane plane e point plane point intersection bisector point plane check b coincident failure line check lie failure plane lie failure centre bisector point intersection p plane line plane find point bisector ed point intersection centre desire pictures c angle ttte subject error good ad bd choice;1
407;hi-80 pen plotter forsale option board emulation interface hardware pen pack oil base pen pack r g pack multi color pen pen color plotter use test windows driver work fine paper figure plotter pen thing purchase pen package pen rest cap function pen laserjet color offer;1
408;lets convince rest government space program investment hope day walk mars address hurdle interest sci.space group analysis duration spaceflight analysis;2
409;validity viewpoint accord principle atheism religion death death measure validity epistemology;0
410;cage tiger blame tiger;0
411;nickname recidivism measure capital crime place question threat death murder treason penalty introduction deter criminal crime doubt deterrent deterrent reject case execute possibility death penalty issue punishment argument charge facilitate state aid suicide life sentence replacement capital punishment rest life jail option;0
412;animal product egg milk cheese year vegan diet b12 animal body b12 think body b12 year oveo b12 milk product egg post contridicte mash knowledge;0
413;defense organization oop disa change space work point defense comm;2
414;subject idea fund contest budget mention mineral winner wording mining situation winner year moratorium taxis;2
415;problem letter decay dust today question credibility claim people sincerity death transcribe century believe change wording opinion miracle deity convince guy deity world today convince claim deity face way world work;3
416;text option b 10kw space station construction apprach reasoning construction assembly line condition weather problem interupte site home quality control sound point attraction idea home mind thing scare ssme nosecone launch vision launch loss space station peice case stage orbit construction;2
417;ti've sillier thing utility company boiler system use operator system rumour unit automation scale;2
418;lot miner miner people rent land claim miner fact people heir income mining time fotentime bit damage statute design people frontier times people deal industry job nonsense term welfare program outlive;2
419;way contradict life year shift verse karl;0
421;fuel case chase adrift astronaut idea reboost shuttle thruster module- shelf item piece hardware attitude control compensate thing thruster imbalance guidance provision feed gyro datum hst gyro device separation leave contamination telescope lid worry lid reboost hst shuttle lid duration prevent mirror contamination thruster plan maneuvering vehicle reboost omv plan space tug suit job lot develop list application cancel;2
422;time ezekiel apostacy ruler man ruler interpretation commentary time;0
423;version rtrace ray trace asterix.inescn.pt directory pub rtrace check readme file rtrace use suit toolkit user interface compile suit rtrace suit dos contact rtrace port directory pub rtrace change version backface triangle preview support program rework use temp file description converter cad chemistry package scn format package program relate acad11 t scn2sff vtrtrace scn sff pic t picmix pdb t ppmblend chemical 3d studio inventor dos port rtrace pub rtrace extender version directory pub pc site netland demo scene source code use hope;1
424;o'dwyer philosophy objectivism belief truth think desire instance pain pleasure suffering example world sadist contention leave count problem status truth method report relate fallacy fact nature world analytic lack action guide thing virtue vord guide action point objectivist talk self truths claim self evidence mind beholder claim judgement subjectivist judgement associate opinion preference regard activity;0
425;report accounting office space plane restructure research development efforts report number list follow relate report nasp issue face program t aerospace plane technology rd efforts aerospace plane technology rd efforts aerospace technology data information test facilities investment aerospace vehicle research development efforts aug t nasp technology development demonstration program build cover order information copy report order place dani;2
426;touch problem post week guess question detail ellipse ellipse word distance problem measurement probe use probe ball computer output position answer ellipse software base dmis software people bug ellipse ellipse use employ consultant company year problem month analysis problem month programming solution reconstruct ellipse half find ellipse quarter segment method wonder touch base thing hint cg problem people problem ellipse post share interest email netter summary answer;1
427;beauchaine bobbevice queens blow bronx;0
428;edge inconsistency vertex edge edge edge surface travel edge assume warning warning warning surface pick edge edge edge pick edge face contain edge q),(q r),(r flip mark queue check inconsistency queue remove edge queue mark edge discover inconsistent step face edge edge surface point way exercise;1
429;difference difference parameter default change home;1
430;development issue library time life thank clarification request 3d capability grade;1
431;system mankind reason system mankind fact mankind code mankind system use talmud result century scholar word morality children laws instance dilemma opinion morality define subset man problem morality society morality code practice way example immolation century interpretation man man administer justice code practice suit society danger basis judeo interpret extend create code morality suit society people force definition morality society aspect religion;3
432;modeling package irit look z converter format pov format postet request converter group response program;1
433;question base system course;1
434;today neglect respond hypocrite respond article t.r.m definition smoke screen article post today chain program action tas accomplice decision door goose waddle tthe eye door confidence interval tfor individual tgetaway car number driver goose twaddle person imprison twhite goose waddle tconfidence interval population goose door world uncertainty choice frustration ambiguity desire shade getaway car tell renounce nature responsibility action role accomplice driver getaway car man machine car driver conflict determinism responsibility collaboration number generator;3
435;thing manner attempt thing news sound mind misunderstand lack knowledge arrogance mockery mind end mockery knowledge presumption know reason depth experience person door person purpose thing attitude jump gun glance passage assure assure comprehension lie reason glory conceal matter- search matter glory king father son life pray post talk.religion.misc stone mercy man history judge attack day news head moment stupidity task heart water life gain;3
436;address issue line post yesterday post thread thread post challenge reissue;3
437;answer;2
438;wonder fascists issue idea sort overreaction thing moon pollution question froth mouth thing drag area lot orbit parameter talk impact talk astronomer impact important- day astronomer datum sensor return space station choice advertising use help fund thing answer astronomer way fund mind research datum gain money word safety people ball world;2
439;use misconception image color quantization bit eye response transition edge intensity result color transistion dark --andre;1
440;theist wrong people statement mention bigoting value;0
441;material cost space cost world economy colapse space allen;2
442;engineering professor rate level unit software shuttle software development group survey level shuttle group level;2
444;reward corporation person moon year technology space race idea fund space station work figure reward reward industry space goal space shuttle program office;2
445;suggestion theory bandy think number sound tea;1
446;theory hypothesis abiogenesis post fact protein assemble amino acid thinking base replicator enzyme protein translation machinery respond;3
447;concern newsgroup split lot aspect hardware algorithms group result post week group kind convenience feel daemon question newsgroup;1
448;material beauchaine bobbevice queens blow bronx;0
449;democracy majority rule ytou modify constitution skies theory government majority rule nature right annoy legislation sky zone emission protect zone kind radio zone teh radio telescope mile emcon zone run light motor air conditioner practice control radio user;2
450;item radio station music station audience elect radio station advertise diamond jewelry resort submarine morning space station project catch advertiser guess stop;2
451;request vesa task programming bus standard addresses application info capability video mode selection video memory access window use access video memory window anchor spot window implementation window mode display start function scroll bet info announcement group software;1
453;people switch order thing program debate;0
454;prospect work gear process moon translation support support think degree problem nick think address complaints explanation complaint regard nick method judgment issue nick trashing trash point deal problem conflict interpretation belief debate suffice point poll point view defend insult research car steal lawnmower interpretation nick defense sentence defense remind guy break borrow tool mind address denial remark point risk time m win fred point people opinion issue nick allege plan mind nick point reason insult base interpretation forgive insult meaning reading nick people space process issue opinion regard people space program people space process read nick eat terminal string model computer point assumption insult job fred style try point allegory insult point address plan mind issue behavior plan imagine nick behavior time course socrates haitus year net nick road regard behavior issue behavior behavior flame people flamer complaint net.ghod motivation judge action people care people garbage impress complaint behavior mail jerk play hand master turn table history post purpose embarasse try suggestion intellect becuase communicate adult self ass fred expose job heart attempt standard m drop radius vision circumference mystery grow;2
455;time atheist time attention face thing life snort silliness book absurdity people truth time religion myth attention christianity religion mythology try place nose;0
456;waste time question computer expert tiff files program problem file form code book article format tiff specification access library book specification ftp;1
457;post nick actor country address thing mind user headspace error;2
458;observation level stuff sun lot level brightness situation kriz situation agree day night abortion difference situation respect word situations stuff situation mind people goal;3
459;image earth shoot space bit color color ftp site pass information thank email;1
460;algorithms image processing theodosios pavlidis people copy library steal reference image processing check today;1
461;tour cgro data fascinate burster mind hawk mechanism satellite coat wd-40 aluminum gold album inquire mind mo feature drag mo activity;2
462;fellow importance disperse offend;0
463;projection fact christians follower world religion master world times succession history life follower master world religion master process example threats damnation hell teaching reincarnation master world people way thing christians sin kid religion manufacture feeling indicator validity thing follower world religion function master tune life stream refer word river life revelation level heaven body silver cord salvation soul cycle reincarnation plane reach soul plane level universe universe help master master today organization master maharaj gurinder associate mat organization book subject path gardena year life study mat master time book author university library book store library worlds masters dictator day masters rule ask people master cycle reincarnation planes world initiation master incarnation book evidence support reincarnation fact life regression life accurate- mind thing hypnotist recall child home possession dream recall life ence land travel- time vacation read- support statement baptist reincarnation person version versions interests talent phobias person example fear travel water life person dislike person time life incarnation teaching reincarnation law revelation etc people action incarnation 2nd master initiate initiate translate master level soul plane meaning 2nd experience people planes existence universe dozen level existence plane astral plane causal plane plane plane count plane soul plane planes soul plane plane soul planes planes influence effect transmutation book title phenomenon origin interaction planes plane plane sub example sub plane astral plane hades create year church kind magic existence threaten plane reincarnate sound faith religion follower faith feeling person form word stream cycle reincarnation world initiate sound rush wind shore pitch flute music sound member start end year member experience soul travel faith information answer question consult source book address reproduction dissemination information;3
464;characterization curves vol poughkeepsie;1
465;cause daemon;1
466;text delete concept trinity clergyman authority concept trinity deal mat nation baptize obey command age verse faith;3
467;number civilian death way war emotionalism news medium fact war war size century duration couple bombing technique idea citizen soldier target ally maim bomb target target target mission planner target win war target people goal people tyrant dictator people blanket bombing ww2 bemoan war science bomb percentage casualty target war way alternative dictator earth rummage sale grab year course liberty death war price pay wish note sound peace idiot war work war ww2 fight ww2 die crossfire continent tyrant hussein point gun regret roll people sacrifice thing wipe map rodney king jury trial verdict foam mouth blood policeman video tape jury evidence evidence judgment benefit trial evidence level vigilante justice state mind sarcasm support case policeman law country accuse cop doubt guilt jury position evidence verdict vigilantism regard;0
468;search archive 3d package mirror grafsys;1
469;people people arrow year male care people summer camp work boss way know guys respect position bsa tolerance meet guy faries bsa antibigot;0
470;chapter book future reprint chapter interest reader forum techniques development computer art franz forge career sculptor career computer programmer fractal genetics future researcher purpose reprint address;1
471;regard fractal commpression fractal compress movie scale movie mb minute video grainy minute bit color 10fps measure mb fractal movie thing explore format end resolution software hardware use movie guy minute frame generate frame minute disk;1
472;learning power germans thing company sharing chance design sodium lot chemical problem steel desire property design difficulty chemical property loop design problem isolation air water cause design problem comparison breeder;2
473;beliefs- sincerity belief;3
474;problem history accusation party nazis power objection herring history point history mention homosexuality pretext point accusation history fabrication fact pretext coup allegation homosexuality pretext history mention doubt hitler interest world hand man reference nazis charge homosexuality night nazis truth advantage case deal accusation alt.conspiracy smell paranoia nazis homosexuality know taint evidence talk accusation person party power accusation knowledge journalist nazis time plant evidence doctor newspaper world discrepancy incidence doctoring evidence matter know testimony people point accusation homosexuality publicize point discredit history burden proof fall revisionist accusation conspiracy nut thing notion people people accuse homosexuality attempt fear lie distrust history justification trash account subject source subject tell footnote graduate student history professor track source hat time specialty cast doubt evidence waste time paranoia research evidence taint earth audience rule footnote try historian source immmense detail place truth folk subject apology bit tangent string newsgroup subject boundary;3
475;information resource ftp vision-3d facet host message mail bounce problem rick;1
476;software shadow raytracer use visualization synchrotron beam line version program documentation version program program sort thing love shadow idea;1
477;address change address post;0
478;fact fact define want thing principle person;0
479;post friend internet access inquire phone number address list space frontier studies foundation studies sponsor week class teacher space frontier class hold sheraton suites participant program earn semester hour graduate college note class teacher teacher class space exploration teaching tool student science classroom topic cover class space space shuttle space station spinoffs society astrodynamics aeronautics system simulate training space station simulation model observe session harper college field trip science industry feature speaker instructor studies foundation highlight class dinner banquet feature space shuttle banquet schedule registration fee transportation field trip material breakfast lunch dinner banquet guest ticket dinner banquet charge hour graduate credit information class contact science learning center studies palatine;2
481;post internet operation model introduction order interest space base operation lunar environment test model world computer edutainment purpose test bed tele operation presence activity information method space colony machine work information contest award creativity achievement way student century learning method nature ltm1 project people age interest skill scenery mural model structure software operation evolve playground laboratory use child student computer home terminal participate institution user tele model base purpose facility opportunity coverage construction lunar model operation feature user interest range group operation reality research radio control model operation astronomy space center art theater network user software game developer manufacturer retailer model rocket car train child child design room foot foot base lunar earth floor surface contribution material surface design creation scale model colony element scenery machine ltm1 design tele scale model lift land- quarry moon train surface tv camera ccd tv chip computer digitize image picture content data compression image operator control purpose model train tv camera shelf item control start user image speed datum link scale model chip wire frame ceiling control operator landscape land tank model ccd tv chip operator image model takeoff travel work system base item interface capability radio operator computer hardware software developer communication program dmodem operation control user interface man hour plan action diaspar reality network sponsor project host computer network internet access network diaspar foot foot facility construction model tank ccd tv chip diaspar rail stock lunar train model communication package control machine ground shovel photo session news conference model place record start purpose event colony building operation experiment photographer photograph convert image distribution world network press release issue contribution idea time talent material scale model colony design technique work moon announce participate goal instructor wish class participation aspect colony model field trip ltm1 arrange time result class work model contributor contribute machine campus newsletter issue tele equipment addition mark invitation television news model space colony photo opportunity television community action control people world science fiction writer invite issue challenge factor student university build equipment task use weight gravity simulate extent traction challenge term goal world interest education experimentation operation colony ltm1 term edutainment method space activity example area space edutainment facilitate kind spirit generation people conclusion edutainment blending education entertainment impact recreation education experimentation purpose model colony world publicity method idea skill method people space moonlighter path knowledge space lunar development people work david42 dash hyson hatter discussion night midnight diaspar reality network idea internet voice 2400bd;2
482;book 3d function translation rotation shading hide line removal program week help source talso lot 3d function build access use library choice lot stuff build libertarian techno;1
483;tear suptermarket beer drinking ghost place tom;2
484;ray trace font object image color depth texture associate wonder pov thank;1
485;idea discussion term space activity folk discussion spacecraft engineer suggestion type llnl work space marketing sensor know launch vehicle launcher shuttle fraction cost support cost note llnl sensor design clementine program folk demonstration structure advertising structure space station balloon matter idea background astronomy intrusion night sky damage hand attention space venture advertiser project customer customer bacteria sky laboratory;2
486;possiblity proton benefit problem instability;2
487;press release users satellite report experiment today space telecommunication sector blossom olympus technology service conclusion speaker participant conference olympus utilisation conference organise development technology cdti satellite telecommunication user satellite terminal antenna experiment test data transmission videoconferencing business television distance telephony example door telecommunications service accommodate frequency satellite capacity ghz band way data relay link olympus time month volume earth orbit spacecraft launch world telecommunication satellite versatility payload variety frequency band olympus user range experimenter world business access satellite order telecommunications technique year company organisation opportunity member eurostep distance organisation technology service test olympus user market use satellite eutelsat;2
488;home office number note area code change friend use ldef datum login password info hope morning;2
489;year age flight granite year nature daredevil man machine reality death occurence environment navy pressure suit diving suit star plan space radio joke engine run castor oil pick aviator man iron stomach vertigo age flight hop shuttle buck bag plastic bag day bug dc point age age fat cigar smoking business man polyester space suit use space ship lot age bit day course schirra child day day bus kid;2
490;deal morality relative morality mind tell system respect life dignity person stuff point core disagreement absolutist rest hudson pain reason people pain definition violation example inflict pain subject hudson choice self awareness example football team premise freedom choice sentience self awareness;3
491;fetch parent mother merlyn foot deity demonstration;3
492;netter ti developable surface topic information source infomation developable surface tthanks;1
493;hope convert book weight statement attribute death motive prophecy think sell computer life religion waste time;0
494;newspaper print article copyright;1
495;version rtrace ray trace asterix.inescn.pt directory pub rtrace check readme file reach site;1
496;reader search implementation surface reduction schroeder implementation connectivity test cube surface help thank lot;1
497;thing oil disappear thing oil resource supply decrease price rise need consider year reserve care usage rate year reserve price oil crisis day safety people ball world;2
498;buzz aldrin race space know release;2
499;ti people e mail opinion viewer windows m work project scanner documentation use image viewer image file format m gif jpeg tiff file format thank lot;1
500;bit forge mcelwaine followup;2
501;povray sample file problem command image targas file file dump format fix file trace fix targas advance;1
502;claim year check time reference version lane fox write passage comment career addition response note consensus pagel gospel wit comment attribute emphasis scholar mention entry subtlety consensus deduce today consensus build thing passage way context origen passage passage know reference argument consensus scholar define historian theology distinction blur historian compel theology number copy counting hand mss practice religion mss entry message note date;3
503;post post post state wrap addition geez post bun work integration ad hominum attack course fee administration organization cost difference cost library thing support program wrap state wrap couple sentence post subject state wrap charge line item budget year number howl bark wind integration center integration msfc philosophy reston people work way work scale project reston agree screw people statement bias msfc couple week people fact integration scale effort integration function people leadership work responsibility success people leadership responsibility organization job year problem site process problem hand place lot thing project leadership reston ssf program year lack responsibility leadership program problem lack leadership problem effort place time timet leadership site problem lack leadership head problem agency change question suit position;2
504;aero vision newsletter employees space clippers noon clippers mall cafeteria program manager staff command request sdio use rocket launch float ground cafeteria land roof clipper fly model estimate altitude foot space clippers setting science study application clipper space clipper outfit launch rocket hobby shop way endorsement product advertisement product claim product post information repeat newsletter wales space technology investor;2
505;point ray half line method method ray number intersection point number cause deal case line point vertex calculate sum angle line result 2pi experience method hope;1
506;flight;2
507;select launch plt caution warning memory error wonder error question inquire mind;2
509;case inability government medium story night place smoke billow building day agent fire battery compound wallk blaze investigate site know fire sound place ground evidence;3
510;mutton head argument today beauchaine bobbevice queens blow bronx;0
511;consent film medium movie source book theatre contact films transit sale tel telex filmtransmtl reader films;0
512;history amorc spencer beginning mission bookstore book store selection reader insight cheer;3
513;space program mail traffic energia missions mail address energia folk reason space shuttle program office;2
514;water seawater uranium fiber time uranium spot market uranium place safety hazard work vehicle source example uranium phosphate processing demand supply balance collapse nonsense supply demand change price uranium increase price factor end century reactor rate uranium seawater term project project ground self sufficiency;2
515;talk colorview temp file directory version expert reference talk version colorview mix befuddle uncle fester;1
516;base feynman account software development process tool lot effort care feynman software people compare engine people software people management pressure cut corner thing software people thing flight simulation failure simulation flight failure number simulation failure count hand number flight failure mention flight software software experiment level tender care;2
