ID;text;group
876;Sketch projected parameterized look compute gives left;1
877;read written portrayed takes played tried explain believe tied hear do wondering had change help see appreciate hearing;3
878;give hoping has made using sounded managed crash make clip does;2
879;got think fiddled make deal working known work spheres include include define pnp- zorg rtheta = p2.z radius*cos(rtheta2)- make go = p3.z- p2.z- p2.z den den radius den den radius p2.z den den den radius rtheta = radius*cos(rtheta2)- p2.z den radius den den radius p2.z den den den radius den den radius register den den radius den radius den radius p1->y- p2->y- p2->z- p3->y-;1
881;create check create say has including;1
882;discuss move feel embedded enter see concerned translated follow find think goes translated have imagine have seem versed seek know thought levelled;0
883;looking let know know get -----------------------------------------------------------------------------+;1
884;sells determine keep shown developing;1
885;know have came;0
886;planning pull declaring leaving concerned compared are contains incorporated make become care make make show made leaving make made trying rejoin go talking;0
887;assume is think want get doing exist get go Insisting have live;2
888;hope used avoid doing happens are used indicate has ignored attempted confused written seems argue Seems vary trying works abused misused know seems call think get seems seems mention dispensing suggest holds believe TAKE think closed Isn\'t argue created presuppose seems argued had have grasp require agree theorizing explaining closed sense seems hope made agree prefer put questioning born carting leaving claim obliged tend muddle isn\'t are have created regards;3
889;deleted trashed replied gone behaved understand wrote see has do;0
890;deleted That\ saying includes act speak act think causes made causes contain act shown cause show causes are reveal;0
891;write flamed begged crosspost crossposting do know stay split brings crossposting make;1
892;know allow convert containing;1
893;new_probes modified mentioned launched Equipped imaging Saturn designed accomplish scheduled arrive performs achieve separates descends relays traverses continues touring allow targeted conduct conduct characterize covered result condense form rain use peer determine is investigate produce named discovered named discovered described \t Scheduled \t \t \t \t \t \t \t updated returned resolved unfurl abandoned developed using allow achieve \t \t \t \t \t \t launched made Released made orbit mapped collecting including Launched arriving start observing launched make increasing increase transported study Launched carries built send went stole sliding bent tilted pass studied see see note based contributed attempting track based updated perform scan search \t isolated uses demonstrate measure Conducting recovered conducts launched retrieved measure surrounding ADEOS Conducting Elucidating Proposed \t orbit study \t orbiting \t provide including \t \t sent \t provide flying observe \t study infrared emitting \t return \t dates use use split journey taking vaporized head reaching;2
894;said were name said know weren\'t going waste repeating Sounds knew looked caused shown think initiates occur;0
895;have send set have spend mean Need find has challenged put do wish make challenge Say like atleast prefer using acrossed;2
897;told following holding updated updated updated;1
898;looking includes like know suggest;2
899;think say think come used see see have expected;0
900;mean know launch including know used sounding heard upgraded put fixed using Sounds wonder have working;2
901;remind said known sitting awaiting thinking said has work supplied appreciated;2
902;tell FTP\'d like have mailed indicates have;1
903;is described described think know got remember thinking read give;3
904;remark heard risen know told think;3
905;run running link started subscribed added get re related get access;2
906;died ablazing came imagine have giving shot takes tolerate Based \t\tlacking defined \t\tincluding untilproven \t\t\tInnocent presumed Note dead- bespeaks used brainwashed speak surviving burned \t\t\t\tto \t\t\t\t\tread specifies involved disseminated injure \t\t\t\t\tinvolved called \t\t\t\t\tdistoted disseminated covering SAID wanted get \t\t\t\t\t\tSELFSERVING used loving called look surprise turned LET lived \t\t\t\tdied attacked \t\t\tGuess get make created bypassing made justify had had do \tWhose die lived known proven know did show trying \t\t\tconvict \t\tAnd look \t\tbecuase is sets happened know defending burned \t\t\tspeak find gone come collect rented going bypasses \t\t\t\ttaken went got paid own Note happened happen admitted counting;3
907;matter think happens belong read stop see are forced born moved escape admit believe try follow have go define considered mail followed exclude know discussed guess went;3
908;stand;3
909;writes implies supports have believe have look want tell Seeing spending responding responding feel make wants discuss have providing;0
910;securing running sent Built implemented customized built provides conforms expected sold enable use create Written written conforms taking Build has interrupt control controlling use manipulate allow control control contact call;1
911;find Connect pay cost take help have looking tell;1
912;talking made seem remember called claimed had That\ That\ resolve make work settle know have;1
913;take spelled;0
914;feel point have believe used keeping loved including ate showing departed favored contains read seen crashed ate died survive Serve want start send eat;3
915;imply supposed trying show;0
916;CLAIM looking explained IGNORING SUPPRESSING calls built postulates composed existing conforms developed using called objects objects DISCOVERED applying CALCULATE described EXPLAIN SOLUTIONS published have INCLUDING started promote have including died had developed trying develop based used ignoring takes SEE knew point have test do compared have CLAIM looking works IGNORING explain leading agree remember SEEMED explain proved moved retiring contribute realize according described finding CREATED disintegrate create seen CONFUSED have WASTED consider proposed has growing eating required keep Naming proposed built named leading has do made calls made neutralize has exists observed measured attributed remaining used help prove achieved using applied REJECTED REJECTED including MOVING are measured measure become used used writing PROVEN drops IGNORING drops including called wish recommend EVERYONE indexed contains developed contains including exploding contains looking consider predicted started finding discovered had related scratching thought originate detecting correspond developed According published coming calls connected pop correspond come wonder have burst kill predict stop blamed caused have form are developed try summarize detailed according generate comes results has grows reaching reaches is is related explains explodes blown bouncing pushes expands INWARD DISAPPEARS start fall blown starts form blown starts form start moving falling making form orbiting According has dispersed blown ELIMINATES resort exploding revolving affected become used derive heard completed merging concluded have recognized causing reading want prove understand given physicist seem acting makes does wish given given heard find work constructed found work describes quote indicated preceding arrives find derived brought are produce constitute absorbed utilizing follows is move rotating remains carried exposed are discussed returned stabilizes Note spinning are according have mixed saying filled charged flying interact GIVING shooting achieve superimposed quoted give generated developed published call have has puzzling deserves discussed included kept fed consult;2
918;I\'m getting wondering is outputs appreciated Later\'ish;1
919;shown agree is challenge know trade made broken;0
920;got hear speak succeeded stood said ignited speaking said said comes speak recommend going see read;0
921;Grow;0
922;puzzled flown putting respond ignore proposed involved floating signal keep respond adjusting compensate;2
923;crossposted reading concidered contradict;3
924;wasn\'t known came has want;2
925;listen;2
926;missed realized running gone reading alt.slack posting point m give generated think made think tends generate generated uses be sitting rubbing plotting deceive lets see assumed documented based documented given;3
927;looking relating know appreciated;1
928;tell find;1
929;forget answer discovered discovered Read Amaze gain carry generated created realized understand know didn\'t help build named figure know bear pulled spelled had vaporized came get said saw lets presume Chew consulting;1
932;know discussed need teselate has decided recall deweeset@rdrc.rpi.edu;1
933;Look;0
934;heard use called do do email help;1
935;instruct teach thou guide;3
936;volunteering have;2
937;apologize posting thought going took imply have accepted used;0
938;post;0
939;replying attempted justify think take say know doing \tseems implying care dig read see trust deny has do;0
940;disagree needs believe are require pointed believe states owns need lived raise wear determine determining needs \tIf explain accept charged \tRemember use theorizing including judge let find define inserting explain think known IS know find have do tells do;0
941;does indicates lost receiving believe starts involving consume try reestablish sent are sent knows forgotten Insisting have live;2
942;According try think handles;1
943;read wrote talking do consider gave do going leashed think did come shown indulge agree hope forgive think pretend speak insinuating forbids are care go see;0
944;Finding discussed define Express solve have used;1
945;modified PERFORMING INTERPRETING recommended dating \tSP-34 found ordered Printing needed order says works has Utilizing need read understand include find works discusses including POSITIONS Look said compute included stated \thave produced believe intended replace distributed dates Includes use want replace oriented contains based based developed includes proposes following based caused \t \t\t\t\t\t \t\t\t cited hold t\t\t\t\t\t\t\t \t\t\t \t\t\t C\t\t\t n\t\t\t given projectile used crossing created use year)\t assuming scaling Note released covers has covering find written appear do plotted cared know contains want contains order quote tell send Expect Call tell want send go pick Add \tR. Mapping PERFORMING Using \t parallelized Includes written described INTERPRETING need examine use see convert read write see came distributed Included possessing regarded Send \tE. generate obtain specifies parallax using convert see scale databases listed;2
946;used talking;2
947;re - post see;2
948;name find like compile run;1
949;\t sponsoring present exchange related solicited related works proposed considered stand \tattend published reproduced submit include designate sent received DISTRIBUTE;1
950;finding trying find exists bearing working resembling have located located think called know grab;2
951;talking imply implies talk is flibble glop isn\'t;0
952;noted thought pass reflects reported reminds known believe used promote \tcalled seen used mention using get lathered go kill terrorize do deleted believe spent have fits;3
953;Suppose managed get working made beaten blown setting went beaten speculate gone done set depend tried go Setting stretched think outweigh going concentrated;2
954;live heard claims appearing Saying Working Saying wouldn\'t want mean endorse have telling teach have done go sin Go do feels sounds struck presenting sticking taking speaking presenting sticking seems;3
955;sm[?]>a born based seems resemble confusing live let live uncover seems have have agree encountered practice raised work set seems;3
956;Concerning proposed doing learn reading algorithms think making result having discussing feel agree is are fall plagued bring;1
957;conceived added relegated instate meant see deters rid doubt supposed carry care think think caught wanted kill wouldn\'t care think caught;0
958;start occur growing shadow;2
959;think know led;0
961;have have understand;1
962;see qualify uses supposed replace supposed opposed says allows making lead agreed Show presented argue flourish makes verified falsified showing;0
963;put indicating help got saw dropped saw thought knowing mentioned left increasing thoroughness dug think think knows read;2
964;know shouldn\'t involved deleted try says said follows die Wouldn\'t tell gathered kept doing gathered hearing seeing made stand Call believe make stand drawn drawn see wasn\'t;0
965;hope going flame give given;0
966;brought deployed departed reporting use based printed filmed merchandising pushing laid carried deployed help sell maintaining carry reading monitor according reached released re - enter According release building replenish remaining monitor burns adds costing estimates watched cost located promoted See get claiming tailor overfly piggy have buy That\ need raise Note is think win don\'t like know remove imagine make look doing change negate spend look relies reflected want have are mitigate having identify were made included heard shopping looking flesh are paying wants cross - post posting THINK do;2
967;given make makes makes support repay know I\'ve taught accept understanding understanding know tried accept means accept allow explain hear convert warned heard convince;3
968;mentioning decided post run Think runs has looking has;1
969;agree think complained coming having did attempted point attempting improve doing come have replace complaining felt providing doing based going abandon based provide;1
970;hanging arrives added have based help narrow done image came based;2
971;get works ask have do located has shielded controlled suspect works visited toured working work doing helping save uses burned looks holds propelled compresses heats has mounted done raised fired having move used comes leaves evacuated sealed blown trapped fired filled found vaporizes go fired move fire use follow throw reached blew damaged think had do burning had talk are waiting test firing get cost develop firing require deliver;2
972;think wants see carry write ask reach Face Considered;2
973;cries create disease create according evolve delving created have degraded have shouldn\'t called intervene coding suggests represented decreasing increasing appears occur have inserted presents removed have inserted required targeting tolerated conserved leaves found recommend reading posting Try Remember posed cause supported fail fulfil think misread said made evolved cite support support claimed evolved supported thought caused does fixed knows created According claim began created support seem remember created formed is invoke formed leave evolve give based attended engineer tend improve tends offset want have supposed understand Excuse know know know know COME do believe accept * know hope forget have suggests come have have believe doubt disbelieve walk take do present use doubt come tends accumulate affecting fight tend become causing have suffer supposing exist cause saves survive replicate make present degrading claimed suppressed bound degrade seen ask answering require develop say work fails know do Suppose exists affect think done intended seems explain say Seems done oversimplify said takes said meant punished getting say chooses reject done expect protect expecting exists expect leave like hear believe seems expect rejecting admit working have do provided explain created set explain supported recommend invoke come suggest insist learn find realize change created beginning change adapt do is create come reading;0
974;got quoted write read use writing took start using get can\'t have;1
975;was found \'twas hits s take save save Saves lived went thought thought spend;3
976;Scouting born according exists concerning related Incorporated filed According contain following foster implement conduct leave found act pursue seek serve focusing desiring live establish involving said having develop provide including written seem serve said assist recruit train operate serving wishing use developed develops controlled have imposed based accepting impose do commit forming having operate contribute developing become governing involved updated takes chose make made named held elected reached addressed starting establish receive;0
977;got doing overlooked posting looking looking help implement coupled based has work working needs encompass following Working used Working algorithms;2
978;ammended provide needed Note funded aren\'t;2
979;GO BELIEVING;0
980;sitting play put add said looked mention outgassing leads bound;2
981;read seen con- persecuted concerning published used re - enforce think are had supported turned was increased put protect discriminate know turn think deceived affirms including believe preaching making believe beleive standing do like find stands believes find sho champion lost did killed treated guess decided heard centering failed hurt know continued reject began take apalled passed raged working garner believe states coming get get done massacred comes is want call change have love coming claim has calls are need changed are beating going result coerced causes caused have gain puffed believe change cry has do believe impose removed like maintain helps maintain happened had arrested admitted having going worked imagine managed downplay happen has told approached going attend live providing creating perpetuating breed passing created appearing called forget Working seems embracing have feel up\ have seems finding excluding believe seeks include have find concerning seems become stick find bring taking driving;3
982;works think remember reading sneeze Use go;1
983;Actuallay support having proposed suggest making say shouldn\'t spilt get takes browse find understand agree say want agree see exchange help helped think achive are;1
984;consider;1
985;explain pertains using think relates said;0
986;point talking;1
987;thought used beleive used agree attacks uses conceal disapproves condemns follow comes = isn\'t prefer communicate have have understand has react do avoid strike run occur have run cause Isn\'t said taking add seem had limiting occurs pass take seem intend going has intend produce overpopulated keep has limit Consider talking have exist reproduce constitute vanished put die determined prove have means talking gets reproduce form participate wait Read expect have growing do do had was producing decide have choose choose reproduce decide have exists homosexuals means serve come convinced have claiming protected have became tell live think said feel respond telling demonstrating are providing call understand realize comes establishing compelled object have characterize ignore intended taken are suppressing given consider based spawned crushes pertains disguised see mention dated have contribute excluded used restrict teaching- ensure isolated do means extended show has describe take got do pick find explain like believe discuss;0
988;keep saying think means think means explain think has means DO value mean has stops working stop valuing See;3
989;given compute1.cc.ncsu.edu wuarchive.wustl.edu;1
990;heard care clue \\;2
992;bought use bought has claimed print came describes format print have running print called asked said used mentioned say do have program do call find believe do store has getting appreciate sending;1
993;think is mean help made pick hold;0
994;hear beem looking;1
995;realize used answer said despise supporting concern spent taking demonstrated live go consider enrish Give give;0
996;;1
997;assert following realise agree mean say represents has;0
998;working going including moving come read seems are want do settle count know going support does guess;1
999;enlighten occur governed break does allowed exist contradicts change say seem saying define cause mean like hear;0
1000;need adjusts displayed looks explains give emulate suggested modify using following Doing end ending reading thought ending doing find uses like looks looks know knows does tell;1
1001;Concerning proposed doing learn reading algorithms think making result having discussing feel;1
1002;goes follows appear considered point talking consider says read assumed knew shed putting 's supposed say missing accepted used removed Compare speak know look based;0
1003;reach writing \tIKIMAIL@esoc1.bitnet has logs retrieve are belonging based provides transliterated cost received send;2
1004;make pay;2
1005;read noticed named like know going email read;3
1006;got try get displaying rendering tried happens help;1
1007;think hold died believing reminds guess log go watch;3
1008;seems give finished writing get remember hearing running;0
1009;guess missed understand agree have do say regard wouldn\'t understand Ask said isn\'t gives died has rise stop doubting believe rose rise overlook have suffer ask says hates botch need;3
1010;believe required observe required;3
1011;preferred;1
1012;have break seem master understand Seems mastered Got harbor get dehumanize walk degrade insult regret do presents admitted say want say repeat admitted control are know say say are forget need promised took let knows do know know guess enjoy having witness register registers see taste hear touch become rid have believe do says says CEASE EXISTING have choose live is choose live says made made including has do have believe dictate obey tells tell justify following has do find follow follow try show read read guess messed follow follow want live die contradict have live do do dies have lead Leading do Has sunk sacrified fufill needed fall take miss Forget Forget know type Forget know put Forget know send Forget exist;3
1013;know create save mapped is;1
1015;spent figuring need put sobered isn\'t think sounds said sold sprayed get have abandon Buy build said establish extract say suppose do loved get buy given putting do;2
1016;going hear;3
1017;deleted help Find;3
1018;know converts files .BMP ftp appreciated know ftp converts does;1
1019;distributed Named named head announced participate developed selected lead demands said assembled believe bring charged assessing presented proposing improve asked participate named submit named include;2
1020;using creating help using is create render using bring applying understand have define produce know use appreciated;1
1021;washed washed devising use reserved choose;3
1022;saw think fsmarc@lerc.nasa.gov Get;1
1023;know exhausted find;1
1024;given averaged maximized change make hemisphere make want know move;2
1025;replied mentioned passing refer differing say agree base think do say bias You\'re proclaim proclaimed ask says --Does say interprets conforms moved persuade struck wrecking reminds said find trying persuade created say granted grant expect addressed reply have address answer raised jump grant Look jumping do address come supports reject states created states have loved employ know is contradicts says teaches contradict think says teach belong follow rebelled redeemed mean created chose separate chose follow remained shown rebelled followed addressed copied obscured swamping related deleted copyrighted told know sent know mentioned portray reconciled removed proclaim reconciled concur care denies According knowing seen combined read get dare preaching interpret according reconcile know guess allow believing matters go stop progressing visited swept sounded address raised seeks obfuscate try read change teaches teaches teaches according respect reject rejected respect grant following following scotched think matters love use represent ridicule made receive respect made rely referred look contributed have accepted belongs said find coming allowed sink;3
1026;entranced using mention taped zeroed hit changed seemed have die maimed dropping maimed started cropping deleted said seems understood meaning apologize wondered thought dropped held heard found considering won rejected dropped regret made affect regret make regret caused existed prompted took wouldn\'t care be occured acted perceived caused take setting want argue allow keep including had lead suffered bother suffer are can\'t police decides invade get Tell stop support agree sucking put agree supposed reflect held committed convince seems set criticize have thrown were mean do having judge means having understand granted using is prevailing try give are know look used accept is pervading attempting take say kill live are going resist going suffer die say agree caused say arrived evaluating involved know mean had make bomb see have known making seemed go assume feel condemn had make defer seemed making bring refuse condemn stand give action- understand do believe make brought bemoaning instituted bombing wasn\'t hit make resulted died happen suffer suffered went allied lost involved fighting expected swallow died lasting using created died took;0
1027;use have do works opposed led making load save interchange think understand goes worried chalk capitalized designed takes handle defined import are read means are have deal want trapped agrees does;1
1028;making customized need reading have tried copying reading work take created;1
1029;point find found;1
1030;chirps forgot see;0
1031;given chopping appears internalized checking suit wasn\'t takes rape according believe like give got serves see miss spread spread having channel forbid suppressing note end controlled;0
1032;enlightening;0
1033;make building fail;2
1034;Do kid encompass Quoting quoting Taken interpreted applied think regarding belong included did showed known go have regarding change change look remember encompassed extend hope show was testing Let examine founded traveled met instructed develop assisted worked joining proclaimed succeeded published announced taught Born entered infiltrating founded associated introduced chartered found concretize settled experienced chartered occurred wrote came accused revealing looked initiated unfolded appointed speaking invoked publishing resigned suffering named translated was split promulgating revise infusing Edited Published are included wish publish represent exercising putting leaves see derived faltering purchased writing aid take thrown speaking think see using shows express apprehend look support assess take allowed continue doing say mean has abandoned mean let shackled resolve find associated versed met vouch stands questioned followed found stop requesting participating come know make hypothesize relay understand based urge take are interpret become involved feel welcome writing Invoke;3
1035;follow;1
1036;are published come have compiled run glanced appears Hope helps;1
1037;Using need do type included used;1
1038;know convert like do converting email;1
1039;challenge summarizing made encourage address continue re - answers indicates answer stops posting tells stop get apologize figure crack * seeming post help notice failed provide raised submit answer answer running challenge prove make failed answer address see fail answer re - post notice repeat address cease post like apologize answered missed re - rescind remove claiming fit proposed retracting stating referring asked name feel fit show referring failed do do name fit taken have go pressed implied have called asked explain experience interpret doing failed do do explain experience interpret using stated dispassionate made asked identify made failed do do made repeat dismissed became stated accepted become asked explain shared asked failed answer do retract become retract claim retract result claimed answer contained included implied respond putting clarify prefer respond include paraphrase avoid included awaited;0
1040;make dealing kills including seems dealing note show make letting burn scream;3
1041;think help got had Have know- ticked said prey HEAR know used confirmed decided insisted continue go felt bring heard suggested go talk agreed said believe was forcing guess wasn\'t expect _ expect find see Facing going isn\'t Having suspend had rammed remember provides provides keep;0
1042;are understood include see think is invoke makes claim understood claim require postulate has correcting see revealing is describe explain is required determnined say think have go appear say have have include is requiring evolve acquire tell seems been control replicates result start replicating survive make Recommended preferred said have value have have arise have assume do think discover allows play make respect seem have read Try criticizing ennumerated imputed condemned seems judging motivate have have measured serve invoke establish tells abandoned became have wanting live has wired ignored favour evolved using became killing favour knew use reveals hold care ignore required born make does object admit prefaced carries looks bothered read is is value comes think lose exist includes exist want hurt fought becoming think value show saved drowning told do says says was created coupled set form founded is follow is believe model convey mixing share exist thinker has matter cease exist does wants submit make wants punish don\'t disagree think come remove means make gave judge disagree replace see giving disagrees get excluded participate have understand made made take including has;0
1043;;1
1044;thought get Read don\'t;2
1045;gues ring involved teaching fai think was;2
1046;answered know faking known claims seems define defined;0
1047;implement writing belonged considered use carry has Placed seen cluttering stopped pursuing had post want encourage want do go figure;2
1048;have set try drawing Use set draw have do compressing have;1
1049;have try reading * work know sign damned having go see aren\'t include decide cut pay happen make putting expected aren\'t cutting like- buy find answered did- comment think think says move Insisting have live;2
1050;split giving disagree lead oppose think points like got approach interpret think imply have make forgiven have understood think saying has prepared says have makes say forgiven have saying given has give according denying considered Look done try understand answer want put guide think implied forgiven rewarded have understand trying teach try see misinterpreted ignoring based ignoring try discuss ignore showing try twist deny provides;0
1051;copyrighted employ make get use copyrighted do;1
1052;measure have limited know say measure raise pay;0
1053;have find going show is made churning isn\'t find thinks paying;2
1054;know are looking \thave tried work require expecting;1
1055;suggest computing has seem provide respond post is;1
1056;feel preaching trying answer talking comes post do converting expect take say wish state beleve ask believeit go get;0
1057;thought read describes killed tripping lying swing agree used kill used intended reduce caused is attempting find inspired led led involved driven kill are involved lead have switching involved driven organize spread show using further see founded used made trying uses are fought have heating;0
1058;known shaped make;2
1059;have refer mind explaining copped;0
1060;reconcile;0
1061;have extract store need insert printed use separate pull get printed film have have need do look;1
1062;\t refered shown have \tExcept like redefine made broken;0
1063;writing looking regarding checked happen enjoy playing answer contact get ignore determined like protect sell;2
1064;written know stored made listing make describes coloring know hope helps;1
1065;looks going have go;0
1066;believe mean isn\'t look cite rejecting Face disbelieve admit;0
1067;were hate see put torchured practicing called take treated mean teach practice think teach practice channelling persecuted accuse judging look see have writing teach practice pretend have look say love say love know loves loves know show encourage stumble continue say implement make molesting accepting embracing believe mean endorse using is is called seen gotten embraced pointed justify use drive shouldn\'t water draw go show considered draw told sell had told say present allow begin innoculated;3
1068;informed have used coerce coerce take;3
1069;sounded do loan get;2
1070;heard tell program run;1
1071;designed mean had pulled guess trying stress Imagine having landing having surrounding;2
1072;+ was staged + Has support contradict emerged fevered happened;2
1073;modified assorted Write DESIGNS sell stick written moulded Write get try mailing go publish contains Based Write BOOKS including see Write promoting uncovering publish Write publish founded publish write exists living spent copying filling leaving set forbids produce describe use containing wrote provoking wrote wrote believed met remained following raise begins demand comply based fired accompanied assorted invades making returns assisted wired based assassinated take set tries live own revoked outlawed used punished performed hunted hanged used grows goes criticized reading know exists make get seems enlighting Gottes Die Contains defining Argues Includes paid refuting considers demonstrates Examines became considering exists concentrating present Includes suppressed traces expressed twisted derived Think began concluded attempts construct rely conceived rejected revised includes makes rebut contains ranges addresses push read written compared Looks See covering including COHEN become has based carries alt.atheism.moderated send saying send mail;0
1074;Wait thought said presume claiming know say have say has suggest decide has have allow interpret mean like;0
1075;Help need take turn hidden removed using using post benefit Thank;1
1077;missed said keep subjected explain according criticize taking post takes ask assert waiting wait whining pass go read deleted find Produce determining know trying;3
1078;Welcome think answered spouted seeing leave headed seems know know going welcome;0
1079;contridict contradict have do tells do;0
1080;working needs create done tells need look have source creating appreciated reached;1
1081;assume saying hearing have support;3
1082;makes think came abolish come abolish fulfill lived came fulfill obey says say pass pass accomplished accomplished supposed accomplish annuls teaches called keeps teaches called Taken teaching living makes appears responding received doing come live lived fulfill made bruise bruise appeared doing honor locked conform defending defending dedicated helping understand sweeping introduced describes came kept shut revealed become lead justified come believe says revealed served lead fulfilled said do based makes re - expressed fulfilled relate makes established represent representing commemorating Acts claim have settled welcome offer excuse read;3
1084;heard determined had;3
1085;have shut told go stay bobbing restored gets turned turned safed used keep bugging Turning keeps heard causes find believe designed causes go fuel using attempts restored continue recieved goes know going try contact prepared do attempted stored receive making known intercept they\'re contact see have going exiting designing consider designing gets have written;2
1086;used used used used used launched add believe fit recall developing;2
1087;continue pushing catch launched think got painting trying find get thought trying gets funded show has funded;2
1088;inflated + needed is cause collapse suffer + preasure needed maintain caused + deflated silvered pop Give get;2
1089;writing convert have goto convert convert give wondering knows;1
1090;get Involved have do need wonder renting;2
1091;feel had respond questioning managed compile had know go including compiled run have are hear letting know giving fix doing think bother releasing read supplied made going see has see bother remember asking try get;1
1092;do sign use built designed have given make work lease make work;2
1093;deleted deleted resulting result measured sitting moving moving makes see moving know filled see;3
1094;was remember hidden Turns looked shake;2
1095;detect output look correct accept corrected convolve remove get include include int op_rows op_rows \t \t \t \t \t op_rows \t \t \t \t op_rows \t \t = = Compass4- = Compass5- = = void op_rows op_rows op_rows \t = fopen fopen fopen sizeof(unsigned \t \t;1
1096;made Learn notice called repressed won;0
1097;want start say read ->writes destroy became Sounds saying belong have says said existed made comes follows ->die Wouldn\'t tell kept doing gathered hearing seeing healed Call believe did believe mean isn\'t look has think shown die giving shot shown die believes goes rememer attributed done pull Seems got appeal drawn drawn see wasn\'t existed use are shows agrees given are deduced excluding shown given isn\'t note fulfilled have use knew make does fullfill compeling were had fullfilled think understand see think loved die save do do inspires turn want do persevere takes rush going helping box ->carried created agree buys take says says have choosing see drink;0
1098;clog have requested mail contact Send function have grab keep falling;1
1099;done doing cuts;2
1100;have Post talk ask think have keep want save need make lets get informing jacked;2
1101;expand knowing seems intend need distinguish knowing equals equals knowing means say know said;0
1102;happen take vary;3
1103;wonder \taasked come found prove replaces dying had wait send \t\tsit pray Try points point die means keep carrying suspect \tTry go see;3
1104;translated translated using Using designate appears contain symbolized suggests desired means making have follows;0
1105;worked written included including expected called involved allocating costing charged charge lack show understand show costing shown charge isn\'t charge see do said include seoparate change depending isn\'t working reduce hemoraging love doing cover ignore find solving building have realize isn\'t refer said blamed Suprise remains support covered published saying get address approve cover know include comes saying cut hope find tell ask addressed;2
1106;set believe Saying caused dialogue see believe do try convert failing wants defending insulting seem like do get seemed;0
1107;Find look had enamoured;0
1108;;1
1109;disputed Dispute matter Prove;0
1110;posted misc.wanted ne.wanted ny.wanted WANTED ended Needed encode managed call call have looking given;2
1111;thought gave fit get has do;2
1112;guessing saw want look looking gives look;2
1113;make plot valued want plot doing plotting going thought ask done;1
1114;Refer;3
1115;do born;3
1116;tells hear assume go preprogrammed reacquire;2
1117;modified compiled appreciated serve skying provide converting NUMBERS see compiled published obtain d \t \t \t \t \t escape orbiting orbited \t defined \t measured measured \t \t \t \tChange required put ignores reduces \t \t = \t excluding \t \t \t \t \t \t \tConverting \t \t varies \t Earth\t approximating \t fits \t6.62618e-34 parsec called add look put accelerate;2
1118;mentioned meaning heard boost needed said bolt fueled let make has gone keep aren\'t going bolt;2
1119;try explain think;0
1120;have regarding recall built provide making dedicated check;0
1121;try counting work;1
1122;readding have like use works lacked create create check create pay;1
1123;received gave become believe;3
1124;know seem;3
1125;describe understand behaves becomes has bend bend have go begin stall force stealing squeeze have bend reduced remain;2
1126;argue get question seem saying replaced making testing think has do improved guess seen shaking explain correlate exists hope do holding believe see chasing believe come see competing wagered quit trying make think reiterate That\ think explained know have make see using formed going replies plans ship says have;1
1127;love see explode crashing make INFLATED wouldn\'t build insulated deflating generate cut;2
1128;have found lost have failed lost way having happen Imagine find rescued helped know;2
1129;gain suffering said stay blew sank;0
1130;installed based does considering use produce going viewed export use produce meant uninitiated promoted trying achieve deliver produces repeats get results look find distracting get find editing work produces used seen used recognize drive set output satisfy perform imagine based based look use;1
1131;have know drawing;1
1132;argued recommend find read referenced take taking takes get give give treat treats make GET have leave do wants get have leave have TRIES GET hope reflects making are find recommend have become become have required wrapped examined seen saying have have become supports is taken are existed recognized recognized have dispute go reposted heading suggest read reposted disappeared forgot email like think based mentioned died make based;0
1133;;2
1134;point thought regard take lock Louis\t\t\t Approved Conspirator(tm)\t pay know * think;3
1135;bought seems runs tell lacks compromise seems comes m used own seem do loads think had load require;1
1136;think going see you\'d notice;2
1137;forget had start think work replied posted heard suggest;2
1138;report;1
1139;looking decoding viewing saving scoured trying find reinvent;1
1140;has consider does know trying say;0
1141;\tThey did going have pay headed;2
1142;suggest giving asking funding expect hitting want think have;2
1143;take say base deprived want complain take assert believe see assert raining take exist;0
1144;missed think takes intended land Insisting have live;2
1145;called has makes look converted;1
1146;looking runs run require add run appreciated;1
1147;HELP HAVE TRYING MAKE LIKE PUT HAVE ARE DO moshing--;1
1149;;1
1150;terrifies indoctrinate sent written explaining terrify use left received conclude considers defending control is tell;0
1151;say mentioned said excuse;0
1152;deleted see working got;2
1153;defer;3
1154;Isn\'t originate sent gave say sent assured remained inherit became see have lead idol stop respecting trying convert proselytize dialog let live care live leave co - exist give seems preclude presume acknowledge are say is created enjoying expect pay call convert delude;3
1155;think lose go favouring had think remember have seen burning goes is placed heat;2
1156;tried have Enforcing Take recognized have enforced read Thank reasoned making;0
1157;designed built launched separated housed consisted housed flew kept centered flying designed flying use powered flew found;2
1158;love fund do offer know;2
1159;Hi hooked are want do do wondering do heard trying work help tracing;1
1160;Reported plays sent indicating limit thinks raised reports think That\ think begun looking present have making ruled using boost;2
1161;were posted suppose Note agree disagree follows present named wrote claiming rejects blames includes studies teach ordered produce concluded led oppose ordered study got saying got try do get want settled seems live saying going get commends do burn operate help prevent acknowledges known notes include emphases incorporate note included consider meant achieved practiced note speak concludes says endorsed censured left is include have influenced came gleaned have have comes vary prohibited use picked flown cleansed killed sealed frosted;3
1162;deleted took using Displaying synchronized took experimenting found worked giving were minimize built contained had had stored using Creating took closed wrote displayed took have developed printed took move guessed;1
